order_id,customer_id,order_date,store_name,city,region,category,channel,customer_segment,units_sold,sales,profit,returns
ORD-1462,CUST-5587,2024-11-16,Urban Mart,Chicago,North,Home Goods,In-Store,New,14,1671.82,300.93,0
ORD-1463,CUST-1419,2024-01-01,Prime Market,Dallas,South,Groceries,Online,New,9,594.17,148.54,0
ORD-1464,CUST-5889,2025-06-14,Value Cart,Miami,South,Home Goods,Marketplace,New,10,1049.24,188.86,0
ORD-1465,CUST-3144,2024-02-29,QuickStop,Boston,East,Home Goods,In-Store,Returning,12,1568.16,282.27,1
ORD-1466,CUST-7104,2024-05-23,QuickStop,Miami,South,Electronics,Marketplace,Returning,11,1662.82,365.82,0
ORD-1467,CUST-5126,2024-05-15,Value Cart,Boston,East,Home Goods,In-Store,Returning,1,130.68,23.52,0
ORD-1468,CUST-7758,2024-12-24,Prime Market,Chicago,North,Electronics,Wholesale,Returning,11,2498.08,549.58,0
ORD-1469,CUST-2241,2024-07-21,Value Cart,New York,East,Home Goods,Wholesale,VIP,15,3234.33,582.18,0
ORD-1470,CUST-2751,2025-05-21,Trend Hub,Miami,South,Groceries,In-Store,New,13,746.3,186.57,1
ORD-1471,CUST-8691,2024-11-25,Prime Market,Dallas,South,Home Goods,Online,New,8,893.8,160.88,0
ORD-1472,CUST-3658,2025-02-23,Daily Basket,Boston,East,Beauty,Marketplace,New,14,1147.61,229.52,0
ORD-1473,CUST-8527,2024-09-28,Prime Market,Toronto,North,Groceries,Marketplace,Returning,17,1520.87,380.22,0
ORD-1474,CUST-2297,2024-12-31,Daily Basket,New York,East,Beauty,In-Store,New,2,151.8,30.36,0
ORD-1475,CUST-5751,2025-03-15,Value Cart,Chicago,North,Electronics,In-Store,New,16,2344.9,515.88,0
ORD-1476,CUST-2777,2024-09-26,Urban Mart,Dallas,South,Home Goods,Online,Returning,6,786.93,141.65,0
ORD-1477,CUST-6257,2024-11-01,QuickStop,Los Angeles,West,Home Goods,Marketplace,VIP,17,3408.08,613.45,0
ORD-1478,CUST-4083,2025-05-24,Urban Mart,Los Angeles,West,Apparel,Wholesale,Returning,6,962.28,153.96,0
ORD-1479,CUST-7289,2025-01-01,Urban Mart,Chicago,North,Apparel,In-Store,VIP,16,2293.92,367.03,0
ORD-1480,CUST-8405,2024-10-11,Trend Hub,Toronto,North,Apparel,Wholesale,New,5,644.85,103.18,0
ORD-1481,CUST-8455,2025-01-25,Daily Basket,Boston,East,Groceries,Wholesale,New,15,1302.44,325.61,0
ORD-1482,CUST-8616,2025-04-27,QuickStop,Dallas,South,Beauty,Online,Returning,3,268.27,53.65,0
ORD-1483,CUST-2878,2024-04-06,Daily Basket,Miami,South,Home Goods,Wholesale,New,8,1025.93,184.67,0
ORD-1484,CUST-8565,2024-08-03,Value Cart,Dallas,South,Electronics,Marketplace,New,6,772.62,169.98,0
ORD-1485,CUST-6465,2025-05-14,Trend Hub,Dallas,South,Electronics,In-Store,Returning,14,1959.55,431.1,0
ORD-1486,CUST-5025,2024-02-08,Prime Market,Boston,East,Apparel,In-Store,Returning,10,1069.2,171.07,0
ORD-1487,CUST-7251,2024-09-29,Value Cart,Miami,South,Home Goods,Wholesale,New,9,1154.17,207.75,0
ORD-1488,CUST-2381,2025-02-11,Value Cart,Toronto,North,Groceries,Wholesale,VIP,5,683.4,170.85,0
ORD-1489,CUST-5373,2024-12-29,Daily Basket,Dallas,South,Home Goods,Online,VIP,12,1967.33,354.12,0
ORD-1490,CUST-9881,2024-10-06,Prime Market,Chicago,North,Home Goods,Online,VIP,4,806.06,145.09,0
ORD-1491,CUST-8662,2024-04-07,Daily Basket,Chicago,North,Apparel,Online,VIP,7,1154.13,184.66,0
ORD-1492,CUST-7385,2025-01-11,Urban Mart,Boston,East,Home Goods,Wholesale,VIP,10,2156.22,388.12,0
ORD-1493,CUST-1662,2024-10-04,Trend Hub,Seattle,West,Home Goods,Online,Returning,11,1878.53,338.14,0
ORD-1494,CUST-3037,2024-05-15,Daily Basket,Miami,South,Electronics,Online,VIP,17,3420.47,752.5,0
ORD-1495,CUST-3265,2024-10-14,Urban Mart,Seattle,West,Apparel,Wholesale,Returning,9,1443.42,230.95,0
ORD-1496,CUST-8061,2024-07-13,Prime Market,New York,East,Electronics,In-Store,VIP,15,3007.12,661.57,0
ORD-1497,CUST-1305,2024-03-28,QuickStop,Dallas,South,Groceries,Online,VIP,6,581.26,145.31,0
ORD-1498,CUST-5766,2024-07-01,Value Cart,New York,East,Apparel,Marketplace,New,1,98.37,15.74,0
ORD-1499,CUST-8747,2024-02-21,Urban Mart,Boston,East,Home Goods,Marketplace,Returning,3,423.4,76.21,0
ORD-1500,CUST-5472,2024-07-16,Trend Hub,Dallas,South,Home Goods,Marketplace,New,14,1468.94,264.41,1
ORD-1501,CUST-4651,2025-06-01,Daily Basket,Toronto,North,Apparel,Marketplace,New,2,211.04,33.77,0
ORD-1502,CUST-5725,2025-03-12,Value Cart,Los Angeles,West,Beauty,Wholesale,VIP,10,1670.62,334.12,0
ORD-1503,CUST-5549,2025-02-14,Urban Mart,Los Angeles,West,Apparel,In-Store,New,2,207.0,33.12,0
ORD-1504,CUST-2455,2024-08-31,Urban Mart,Chicago,North,Groceries,Marketplace,VIP,5,559.14,139.78,0
ORD-1505,CUST-5991,2024-04-29,Urban Mart,Seattle,West,Home Goods,Marketplace,Returning,7,1122.66,202.08,0
ORD-1506,CUST-1929,2024-10-08,Value Cart,Toronto,North,Electronics,In-Store,New,14,2051.78,451.39,0
ORD-1507,CUST-6204,2024-04-30,Trend Hub,Miami,South,Beauty,Wholesale,New,12,1049.24,209.85,0
ORD-1508,CUST-7657,2025-05-26,Value Cart,Miami,South,Groceries,Wholesale,New,8,606.23,151.56,0
ORD-1509,CUST-7777,2025-03-18,Value Cart,Seattle,West,Apparel,Wholesale,VIP,7,1403.33,224.53,0
ORD-1510,CUST-6362,2025-02-25,Urban Mart,Dallas,South,Apparel,Wholesale,New,8,839.39,134.3,0
ORD-1511,CUST-1196,2024-05-31,Trend Hub,Chicago,North,Apparel,Wholesale,VIP,4,756.99,121.12,0
ORD-1512,CUST-1254,2024-01-25,Trend Hub,Chicago,North,Beauty,In-Store,New,8,651.36,130.27,0
ORD-1513,CUST-7073,2024-10-12,Value Cart,Dallas,South,Home Goods,In-Store,New,16,1554.43,279.8,0
ORD-1514,CUST-7650,2025-01-06,QuickStop,New York,East,Groceries,Marketplace,VIP,16,1667.95,416.99,0
ORD-1515,CUST-5919,2024-05-14,Daily Basket,Chicago,North,Apparel,Wholesale,New,4,515.88,82.54,0
ORD-1516,CUST-6847,2024-09-10,Daily Basket,Chicago,North,Beauty,In-Store,Returning,17,1624.86,324.97,0
ORD-1517,CUST-7826,2024-10-12,Urban Mart,Dallas,South,Electronics,Marketplace,Returning,8,1209.32,266.05,0
ORD-1518,CUST-1577,2024-05-14,Prime Market,Seattle,West,Apparel,Marketplace,New,10,1117.8,178.85,0
ORD-1519,CUST-5824,2025-01-28,Prime Market,Dallas,South,Home Goods,In-Store,New,14,1360.13,244.82,0
ORD-1520,CUST-7729,2025-02-18,Prime Market,Dallas,South,Beauty,Marketplace,Returning,4,335.92,67.18,0
ORD-1521,CUST-8513,2025-06-20,Value Cart,Dallas,South,Home Goods,In-Store,Returning,2,228.1,41.06,0
ORD-1522,CUST-1325,2024-03-08,Value Cart,Seattle,West,Apparel,In-Store,VIP,4,607.5,97.2,0
ORD-1523,CUST-2074,2025-05-02,Urban Mart,Miami,South,Apparel,Online,VIP,3,402.41,64.39,0
ORD-1524,CUST-2456,2024-05-30,Trend Hub,Toronto,North,Apparel,Wholesale,New,3,386.91,61.91,0
ORD-1525,CUST-5432,2024-06-21,Trend Hub,New York,East,Apparel,Wholesale,New,4,480.9,76.94,1
ORD-1526,CUST-9830,2025-05-29,Daily Basket,Miami,South,Electronics,Online,New,16,2193.87,482.65,0
ORD-1527,CUST-8815,2024-12-19,QuickStop,Boston,East,Beauty,Online,Returning,17,1741.91,348.38,0
ORD-1528,CUST-2342,2024-12-06,Urban Mart,New York,East,Home Goods,In-Store,VIP,6,980.1,176.42,0
ORD-1529,CUST-4539,2024-09-20,Value Cart,Dallas,South,Home Goods,Marketplace,Returning,1,123.17,22.17,0
ORD-1530,CUST-7060,2024-11-06,QuickStop,Boston,East,Electronics,Wholesale,Returning,3,635.1,139.72,0
ORD-1531,CUST-8002,2024-06-29,Trend Hub,Chicago,North,Home Goods,Marketplace,VIP,1,189.25,34.06,0
ORD-1532,CUST-1539,2025-06-30,QuickStop,New York,East,Electronics,Online,VIP,11,2536.01,557.92,0
ORD-1533,CUST-6195,2024-05-19,Value Cart,New York,East,Apparel,In-Store,Returning,12,1283.04,205.29,0
ORD-1534,CUST-5245,2024-04-23,Daily Basket,Los Angeles,West,Groceries,Marketplace,VIP,14,1658.48,414.62,0
ORD-1535,CUST-2177,2025-01-24,Trend Hub,Chicago,North,Beauty,Online,New,17,1591.76,318.35,0
ORD-1536,CUST-3919,2025-03-21,Value Cart,Seattle,West,Home Goods,Wholesale,Returning,3,588.06,105.85,0
ORD-1537,CUST-5216,2024-01-12,QuickStop,Los Angeles,West,Groceries,Online,New,14,1203.48,300.87,0
ORD-1538,CUST-1106,2025-05-14,Trend Hub,Los Angeles,West,Home Goods,Wholesale,New,9,1502.82,270.51,0
ORD-1539,CUST-2017,2025-01-07,Daily Basket,Seattle,West,Beauty,Marketplace,VIP,2,273.38,54.68,0
ORD-1540,CUST-6164,2024-05-20,Prime Market,Los Angeles,West,Home Goods,Marketplace,New,3,409.86,73.77,0
ORD-1541,CUST-4603,2024-05-19,Value Cart,Miami,South,Home Goods,Online,New,16,1787.6,321.77,0
ORD-1542,CUST-8875,2025-03-24,Daily Basket,Chicago,North,Beauty,Online,VIP,11,1511.36,302.27,0
ORD-1543,CUST-5476,2025-03-29,Urban Mart,Dallas,South,Beauty,Wholesale,New,2,174.87,34.97,0
ORD-1544,CUST-8116,2024-02-03,QuickStop,Los Angeles,West,Electronics,Online,Returning,11,2305.46,507.2,0
ORD-1545,CUST-2194,2024-03-17,Value Cart,Dallas,South,Groceries,Wholesale,New,9,682.01,170.5,0
ORD-1546,CUST-6346,2024-04-24,Daily Basket,Los Angeles,West,Electronics,Wholesale,VIP,11,3307.84,727.72,0
ORD-1547,CUST-3985,2024-06-02,Urban Mart,New York,East,Home Goods,Marketplace,Returning,11,1552.48,279.45,0
ORD-1548,CUST-7857,2024-02-13,Trend Hub,Los Angeles,West,Home Goods,In-Store,VIP,9,1670.62,300.71,0
ORD-1549,CUST-4921,2024-10-15,Daily Basket,Dallas,South,Beauty,Marketplace,New,2,143.08,28.62,0
ORD-1550,CUST-6136,2024-05-08,Prime Market,Miami,South,Beauty,Wholesale,Returning,2,205.29,41.06,0
ORD-1551,CUST-5221,2024-08-14,Trend Hub,Toronto,North,Groceries,Marketplace,New,11,838.3,209.57,0
ORD-1552,CUST-9867,2025-03-08,Prime Market,Miami,South,Home Goods,In-Store,New,3,291.46,52.46,0
ORD-1553,CUST-3122,2025-01-27,Urban Mart,Boston,East,Home Goods,Online,Returning,11,1653.1,297.56,0
ORD-1554,CUST-9777,2025-05-20,Prime Market,Boston,East,Apparel,In-Store,VIP,4,534.6,85.54,0
ORD-1555,CUST-8423,2024-06-21,QuickStop,Boston,East,Beauty,Online,New,16,1396.56,279.31,0
ORD-1556,CUST-6555,2024-12-20,Value Cart,Chicago,North,Beauty,Marketplace,Returning,8,825.81,165.16,0
ORD-1557,CUST-2480,2025-04-06,Trend Hub,Chicago,North,Home Goods,Wholesale,VIP,8,1850.43,333.08,0
ORD-1558,CUST-2637,2025-04-27,Urban Mart,Miami,South,Apparel,Marketplace,Returning,12,1209.32,193.49,0
ORD-1559,CUST-1868,2024-02-05,Urban Mart,Miami,South,Apparel,Marketplace,New,14,1201.86,192.3,0
ORD-1560,CUST-6478,2025-04-20,Value Cart,Chicago,North,Home Goods,Online,Returning,2,322.42,58.04,0
ORD-1561,CUST-5855,2024-05-10,Urban Mart,Toronto,North,Home Goods,Wholesale,New,14,2206.81,397.23,0
ORD-1562,CUST-9270,2024-06-22,Prime Market,Seattle,West,Apparel,Wholesale,Returning,14,2245.32,359.25,0
ORD-1563,CUST-3384,2024-04-02,QuickStop,Seattle,West,Home Goods,Marketplace,New,8,1092.96,196.73,1
ORD-1564,CUST-9577,2024-02-15,Value Cart,Miami,South,Home Goods,Online,New,16,1787.6,321.77,0
ORD-1565,CUST-7393,2024-01-30,Daily Basket,Los Angeles,West,Home Goods,Wholesale,New,12,2003.76,360.68,0
ORD-1566,CUST-3296,2024-12-19,Urban Mart,Miami,South,Groceries,In-Store,New,12,688.9,172.22,0
ORD-1567,CUST-8299,2024-11-21,Prime Market,New York,East,Apparel,Wholesale,New,3,360.68,57.71,0
ORD-1568,CUST-3980,2024-05-28,Value Cart,Seattle,West,Electronics,Marketplace,New,14,2347.38,516.42,0
ORD-1569,CUST-7596,2024-02-04,Trend Hub,Chicago,North,Home Goods,Wholesale,New,3,472.89,85.12,0
ORD-1570,CUST-1386,2025-05-31,Trend Hub,Toronto,North,Groceries,Wholesale,New,12,1117.73,279.43,0
ORD-1571,CUST-1144,2024-10-03,QuickStop,Los Angeles,West,Apparel,Online,New,14,1666.35,266.62,0
ORD-1572,CUST-8442,2024-06-14,Prime Market,New York,East,Groceries,Online,New,5,378.23,94.56,0
ORD-1573,CUST-2485,2024-01-19,Daily Basket,New York,East,Electronics,Marketplace,New,4,590.2,129.84,1
ORD-1574,CUST-3985,2024-11-23,Daily Basket,Miami,South,Electronics,In-Store,New,9,1073.09,236.08,1
ORD-1575,CUST-9492,2025-04-11,QuickStop,Chicago,North,Apparel,In-Store,VIP,17,2437.29,389.97,0
ORD-1576,CUST-1865,2024-03-18,Urban Mart,Chicago,North,Beauty,Online,VIP,4,549.59,109.92,0
ORD-1577,CUST-6032,2024-10-22,Value Cart,Chicago,North,Home Goods,Marketplace,Returning,12,1816.78,327.02,0
ORD-1578,CUST-4281,2025-06-22,Prime Market,Dallas,South,Electronics,Online,VIP,13,2615.65,575.44,1
ORD-1579,CUST-1236,2024-01-21,QuickStop,Boston,East,Beauty,In-Store,VIP,9,1002.38,200.48,0
ORD-1580,CUST-2289,2024-02-01,QuickStop,Seattle,West,Beauty,Online,VIP,3,436.64,87.33,0
ORD-1581,CUST-7838,2024-06-08,Urban Mart,Chicago,North,Home Goods,Wholesale,Returning,12,2220.51,399.69,0
ORD-1582,CUST-9385,2024-07-31,Value Cart,Dallas,South,Electronics,Wholesale,New,10,1573.86,346.25,0
ORD-1583,CUST-1770,2024-06-18,QuickStop,Los Angeles,West,Beauty,Wholesale,Returning,16,2138.4,427.68,0
ORD-1584,CUST-4164,2024-01-02,Trend Hub,Toronto,North,Electronics,Marketplace,New,11,1741.09,383.04,0
ORD-1585,CUST-6497,2025-06-14,Value Cart,Los Angeles,West,Beauty,Online,VIP,13,1892.11,378.42,0
ORD-1586,CUST-8306,2024-01-08,Urban Mart,Seattle,West,Home Goods,Marketplace,New,10,1366.2,245.92,0
ORD-1587,CUST-3656,2024-06-06,Urban Mart,New York,East,Beauty,Marketplace,VIP,12,1443.42,288.68,0
ORD-1588,CUST-5664,2024-12-20,Trend Hub,Miami,South,Apparel,Online,New,3,274.23,43.88,0
ORD-1589,CUST-7455,2024-10-08,Urban Mart,Toronto,North,Apparel,Marketplace,New,5,527.6,84.42,0
ORD-1590,CUST-3699,2024-06-25,QuickStop,Boston,East,Apparel,Wholesale,VIP,14,2469.85,395.18,0
ORD-1591,CUST-2095,2025-04-27,Prime Market,New York,East,Home Goods,Marketplace,Returning,15,2117.02,381.06,0
ORD-1592,CUST-1335,2025-06-15,Prime Market,Boston,East,Home Goods,Marketplace,Returning,12,1693.61,304.85,0
ORD-1593,CUST-2426,2024-02-18,Trend Hub,Chicago,North,Home Goods,Wholesale,New,1,157.63,28.37,1
ORD-1594,CUST-3052,2025-01-15,Urban Mart,Miami,South,Apparel,Marketplace,Returning,2,201.55,32.25,0
ORD-1595,CUST-2559,2025-06-19,QuickStop,Seattle,West,Home Goods,Online,VIP,17,3628.97,653.21,0
ORD-1596,CUST-5350,2024-12-16,Value Cart,Boston,East,Beauty,Wholesale,VIP,4,588.06,117.61,0
ORD-1597,CUST-1922,2024-03-18,Urban Mart,Dallas,South,Beauty,Wholesale,Returning,1,102.64,20.53,0
ORD-1598,CUST-4789,2024-02-21,QuickStop,Toronto,North,Beauty,Online,Returning,3,329.75,65.95,0
ORD-1599,CUST-3141,2024-03-13,Prime Market,Miami,South,Beauty,Wholesale,VIP,10,1283.04,256.61,0
ORD-1600,CUST-5312,2024-09-23,Prime Market,Chicago,North,Beauty,Marketplace,Returning,15,1548.4,309.68,1
ORD-1601,CUST-4020,2024-03-15,Trend Hub,Seattle,West,Apparel,In-Store,VIP,17,2581.88,413.1,0
ORD-1602,CUST-1644,2024-01-26,Trend Hub,Seattle,West,Electronics,In-Store,Returning,6,1093.5,240.57,0
ORD-1603,CUST-2731,2025-03-16,Value Cart,Los Angeles,West,Beauty,Wholesale,Returning,5,668.25,133.65,1
ORD-1604,CUST-1112,2025-02-07,Urban Mart,Seattle,West,Electronics,Marketplace,New,6,1006.02,221.32,0
ORD-1605,CUST-1832,2025-03-12,Daily Basket,New York,East,Apparel,Wholesale,New,15,1803.38,288.54,0
ORD-1606,CUST-3474,2025-04-09,Value Cart,Los Angeles,West,Home Goods,Online,VIP,9,1921.22,345.82,1
ORD-1607,CUST-8260,2024-02-13,Prime Market,Toronto,North,Electronics,In-Store,Returning,9,1548.4,340.65,0
ORD-1608,CUST-2418,2024-06-08,Trend Hub,Los Angeles,West,Home Goods,Wholesale,VIP,7,1715.18,308.73,0
ORD-1609,CUST-3964,2025-01-17,Daily Basket,New York,East,Groceries,Marketplace,New,11,781.47,195.37,0
ORD-1610,CUST-3960,2024-08-02,Value Cart,Seattle,West,Electronics,Marketplace,New,1,167.67,36.89,0
ORD-1611,CUST-8756,2024-06-12,Value Cart,Dallas,South,Groceries,In-Store,Returning,12,808.7,202.18,0
ORD-1612,CUST-3831,2024-06-22,Trend Hub,Toronto,North,Apparel,Marketplace,Returning,3,371.62,59.46,0
ORD-1613,CUST-5750,2024-11-16,Value Cart,New York,East,Home Goods,Online,Returning,8,1202.26,216.41,0
ORD-1614,CUST-4818,2024-01-20,Urban Mart,Los Angeles,West,Electronics,In-Store,Returning,13,2369.25,521.24,1
ORD-1615,CUST-5342,2024-12-26,Prime Market,Los Angeles,West,Home Goods,Marketplace,New,5,683.1,122.96,0
ORD-1616,CUST-5940,2025-05-19,Value Cart,Boston,East,Home Goods,Wholesale,VIP,17,3665.57,659.8,0
ORD-1617,CUST-6844,2024-10-12,Trend Hub,Miami,South,Groceries,Online,Returning,12,930.01,232.5,0
ORD-1618,CUST-1991,2024-01-16,QuickStop,Chicago,North,Groceries,Marketplace,New,13,990.72,247.68,0
ORD-1619,CUST-1448,2024-09-18,Urban Mart,Boston,East,Apparel,Marketplace,Returning,9,1039.26,166.28,0
ORD-1620,CUST-5553,2025-04-25,Prime Market,Los Angeles,West,Apparel,In-Store,New,15,1552.5,248.4,0
ORD-1621,CUST-6555,2025-03-07,Urban Mart,Boston,East,Apparel,Wholesale,Returning,1,141.13,22.58,0
ORD-1622,CUST-8651,2024-05-06,Urban Mart,Dallas,South,Beauty,Wholesale,New,2,174.87,34.97,0
ORD-1623,CUST-7097,2024-09-30,Value Cart,Miami,South,Electronics,In-Store,Returning,3,419.9,92.38,0
ORD-1624,CUST-6062,2024-02-17,Daily Basket,Los Angeles,West,Groceries,In-Store,VIP,13,1425.94,356.49,0
ORD-1625,CUST-4989,2025-05-08,Trend Hub,Seattle,West,Beauty,Online,New,10,991.87,198.37,0
ORD-1626,CUST-2690,2024-06-25,Value Cart,Miami,South,Apparel,In-Store,New,13,1033.34,165.33,1
ORD-1627,CUST-3367,2025-04-27,QuickStop,Miami,South,Electronics,In-Store,New,12,1430.78,314.77,0
ORD-1628,CUST-1008,2024-06-28,Urban Mart,Los Angeles,West,Beauty,Marketplace,Returning,11,1202.85,240.57,1
ORD-1629,CUST-1709,2024-03-27,Daily Basket,Los Angeles,West,Home Goods,Marketplace,New,16,2185.92,393.47,1
ORD-1630,CUST-3593,2025-03-09,Prime Market,Miami,South,Beauty,In-Store,New,7,463.68,92.74,0
ORD-1631,CUST-8341,2024-02-20,Value Cart,Seattle,West,Home Goods,In-Store,Returning,6,891.0,160.38,0
ORD-1632,CUST-5973,2024-08-28,Daily Basket,New York,East,Apparel,In-Store,Returning,7,748.44,119.75,0
ORD-1633,CUST-4060,2025-03-17,QuickStop,Seattle,West,Electronics,Marketplace,New,10,1676.7,368.87,0
ORD-1634,CUST-7746,2025-01-20,QuickStop,Chicago,North,Apparel,Wholesale,VIP,4,756.99,121.12,0
ORD-1635,CUST-9610,2024-06-16,Trend Hub,Boston,East,Beauty,In-Store,New,11,834.9,166.98,1
ORD-1636,CUST-7452,2025-04-13,Prime Market,Boston,East,Electronics,Wholesale,VIP,4,1058.51,232.87,0
ORD-1637,CUST-6499,2024-07-04,QuickStop,Miami,South,Groceries,In-Store,VIP,10,842.4,210.6,1
ORD-1638,CUST-8288,2024-12-18,Urban Mart,Los Angeles,West,Apparel,Wholesale,Returning,8,1283.04,205.29,0
ORD-1639,CUST-5011,2024-09-10,QuickStop,Dallas,South,Beauty,Wholesale,New,17,1486.43,297.29,0
ORD-1640,CUST-5889,2025-05-17,QuickStop,Los Angeles,West,Beauty,Marketplace,New,2,186.3,37.26,0
ORD-1641,CUST-9921,2024-10-15,QuickStop,Boston,East,Groceries,Online,Returning,7,621.62,155.41,0
ORD-1642,CUST-5358,2024-08-24,QuickStop,New York,East,Electronics,In-Store,VIP,17,3408.08,749.78,1
ORD-1643,CUST-6468,2025-06-19,Prime Market,Toronto,North,Electronics,Online,Returning,12,2374.21,522.33,0
ORD-1644,CUST-8998,2024-05-04,Daily Basket,Boston,East,Electronics,Online,New,6,942.68,207.39,0
ORD-1645,CUST-9772,2024-10-22,Trend Hub,Seattle,West,Electronics,In-Store,Returning,9,1640.25,360.86,0
ORD-1646,CUST-5978,2025-06-29,Trend Hub,Toronto,North,Groceries,In-Store,VIP,11,1138.99,284.75,0
ORD-1647,CUST-5602,2024-03-21,Trend Hub,New York,East,Electronics,Marketplace,VIP,9,1948.62,428.7,0
ORD-1648,CUST-9139,2024-12-06,Value Cart,Dallas,South,Beauty,Wholesale,Returning,2,205.29,41.06,0
ORD-1649,CUST-3019,2024-06-09,Daily Basket,Seattle,West,Beauty,Marketplace,New,9,838.35,167.67,0
ORD-1650,CUST-5011,2024-06-16,QuickStop,Chicago,North,Electronics,Online,New,16,2696.63,593.26,0
ORD-1651,CUST-1408,2024-11-23,Daily Basket,Miami,South,Apparel,In-Store,VIP,13,1516.32,242.61,1
ORD-1652,CUST-9235,2025-02-22,Value Cart,Boston,East,Apparel,Wholesale,VIP,7,1234.93,197.59,0
ORD-1653,CUST-1545,2025-06-26,Prime Market,Miami,South,Beauty,Marketplace,Returning,5,419.9,83.98,0
ORD-1654,CUST-9978,2024-06-28,Prime Market,Chicago,North,Electronics,In-Store,New,9,1319.0,290.18,0
ORD-1655,CUST-1037,2025-02-10,QuickStop,Seattle,West,Home Goods,In-Store,VIP,5,928.13,167.06,0
ORD-1656,CUST-2288,2024-10-01,Prime Market,Seattle,West,Groceries,Marketplace,New,9,726.57,181.64,0
ORD-1657,CUST-1138,2024-12-01,Trend Hub,Toronto,North,Home Goods,Wholesale,Returning,6,1110.26,199.85,0
ORD-1658,CUST-2437,2025-05-01,Value Cart,Los Angeles,West,Beauty,In-Store,Returning,6,607.5,121.5,0
ORD-1659,CUST-4624,2024-06-04,Value Cart,Los Angeles,West,Home Goods,In-Store,VIP,8,1485.0,267.3,0
ORD-1660,CUST-6783,2024-12-31,Daily Basket,Dallas,South,Groceries,Online,VIP,16,1550.02,387.5,0
ORD-1661,CUST-3741,2024-04-20,QuickStop,Chicago,North,Apparel,Wholesale,VIP,8,1513.99,242.24,0
ORD-1662,CUST-5808,2024-02-03,Urban Mart,Boston,East,Home Goods,In-Store,VIP,9,1470.15,264.63,0
ORD-1663,CUST-3505,2025-01-25,Daily Basket,Toronto,North,Beauty,Online,Returning,1,109.92,21.98,0
ORD-1664,CUST-3675,2024-07-10,Trend Hub,Toronto,North,Home Goods,In-Store,VIP,13,2277.99,410.04,0
ORD-1665,CUST-8999,2025-05-13,Trend Hub,Dallas,South,Beauty,In-Store,VIP,2,194.4,38.88,0
ORD-1666,CUST-9174,2024-08-16,Value Cart,Boston,East,Electronics,Online,New,16,2513.81,553.04,0
ORD-1667,CUST-9726,2024-05-14,Trend Hub,New York,East,Home Goods,In-Store,Returning,4,522.72,94.09,0
ORD-1668,CUST-3665,2024-07-26,QuickStop,Chicago,North,Home Goods,Marketplace,Returning,13,1968.18,354.27,0
ORD-1669,CUST-8894,2025-05-20,QuickStop,Los Angeles,West,Home Goods,In-Store,VIP,10,1856.25,334.12,0
ORD-1670,CUST-5382,2024-01-30,Urban Mart,Chicago,North,Electronics,Marketplace,Returning,13,2415.5,531.41,0
ORD-1671,CUST-7171,2025-02-20,Prime Market,Chicago,North,Home Goods,Marketplace,Returning,11,1665.39,299.77,0
ORD-1672,CUST-7766,2024-01-22,Value Cart,Chicago,North,Electronics,Marketplace,Returning,5,929.04,204.39,0
ORD-1673,CUST-1788,2024-06-04,Urban Mart,Dallas,South,Apparel,Online,New,8,731.29,117.01,0
ORD-1674,CUST-2377,2024-05-13,QuickStop,Dallas,South,Beauty,Wholesale,New,2,174.87,34.97,0
ORD-1675,CUST-9618,2024-05-11,Prime Market,Boston,East,Groceries,Wholesale,VIP,15,1911.2,477.8,0
ORD-1676,CUST-7571,2025-06-26,QuickStop,Boston,East,Groceries,Marketplace,VIP,7,729.73,182.43,0
ORD-1677,CUST-2337,2025-03-19,Prime Market,Los Angeles,West,Electronics,Wholesale,Returning,9,2165.13,476.33,0
ORD-1678,CUST-3240,2024-08-23,Daily Basket,Boston,East,Beauty,Marketplace,VIP,11,1323.14,264.63,0
ORD-1679,CUST-9133,2024-02-25,QuickStop,Los Angeles,West,Home Goods,Marketplace,Returning,10,1603.8,288.68,0
ORD-1680,CUST-8161,2024-04-01,Trend Hub,Boston,East,Home Goods,In-Store,VIP,17,2776.95,499.85,0
ORD-1681,CUST-2005,2024-12-19,Trend Hub,Toronto,North,Electronics,Marketplace,VIP,9,2090.33,459.87,0
ORD-1682,CUST-2802,2025-01-27,QuickStop,Toronto,North,Groceries,Marketplace,New,10,762.09,190.52,1
ORD-1683,CUST-5329,2025-02-11,Prime Market,Boston,East,Electronics,Marketplace,Returning,8,1385.68,304.85,0
ORD-1684,CUST-9892,2024-05-23,Urban Mart,Miami,South,Groceries,Online,New,3,198.06,49.52,0
ORD-1685,CUST-3002,2024-08-08,Trend Hub,Toronto,North,Groceries,Online,Returning,14,1333.66,333.42,0
ORD-1686,CUST-9650,2024-07-03,Trend Hub,Chicago,North,Beauty,Wholesale,VIP,7,1103.95,220.79,0
ORD-1687,CUST-8280,2024-12-27,Daily Basket,Seattle,West,Home Goods,In-Store,Returning,12,1782.0,320.76,1
ORD-1688,CUST-9395,2025-02-18,Value Cart,Chicago,North,Electronics,In-Store,VIP,5,1075.28,236.56,0
ORD-1689,CUST-6584,2024-07-13,QuickStop,Boston,East,Electronics,Marketplace,Returning,3,519.63,114.32,0
ORD-1690,CUST-2381,2025-01-16,Daily Basket,Toronto,North,Home Goods,Online,New,15,2059.93,370.79,0
ORD-1691,CUST-2182,2024-03-06,Value Cart,Boston,East,Apparel,Marketplace,Returning,8,923.79,147.81,0
